name,URL,parkCode,description,latitude,longitude,designation,physical address
Waco Mammoth National Monument,https://www.nps.gov/waco/index.htm,waco,"Standing as tall as 14 feet and weighing 20,000 pounds, Columbian mammoths roamed across what is present-day Texas thousands of years ago. Today, the fossil specimens represent the nation's first and only recorded evidence of a nursery herd of ice age Columbian mammoths.",31.60465887,-97.17606143,National Monument,"6220 Steinbeck Bend Drive

Waco, TX 76708"
Walnut Canyon National Monument,https://www.nps.gov/waca/index.htm,waca,"Come gaze across curved canyon walls. Among the remarkable geological formations of the canyon itself, the former homes of ancient inhabitants are easily evident. Along the trails you can imagine life within Walnut Canyon, while visiting actual pueblos and walking in the steps of those who came before.",35.16822994,-111.5024239,National Monument,"3 Walnut Canyon Road

Flagstaff, AZ 86004"
War In The Pacific National Historical Park,https://www.nps.gov/wapa/index.htm,wapa,"War in the Pacific National Historical Park was established to commemorate the bravery and sacrifice of those participating in the campaigns of the Pacific Theater of World War II and to conserve and interpret outstanding natural, scenic, and historic values and objects of the island of Guam.",13.43795691,144.6922461,National Historical Park,"135 Murray Blvd.
Ste. 100
Hagatna, GU 96910"
Washington Monument,https://www.nps.gov/wamo/index.htm,wamo,"Built to honor George Washington, the United States' first president, the 555-foot marble obelisk towers over Washington, D.C.",38.88948,-77.035207,,"2 15th St. NW

Washington, DC 20024"
Washington-Rochambeau Revolutionary Route National Historic Trail,https://www.nps.gov/waro/index.htm,waro,"In 1781, General Rochambeau’s French Army joined forces with General Washington’s Continental Army to fight the British Army in Yorktown, Virginia. With the French Navy in support, the allied armies moved hundreds of miles to become the largest troop movement of the American Revolution. The effort and cooperation between the two sides led to a victory at Yorktown and secured American independence.",40.0958204556845,-74.8563515108944,National Historic Trail,"Washington-Rochambeau National Historic Trail
Make requests of Trail Administrator at Johnny_Carawan@NPS.gov
King of Prussia, PA 19406"
Washita Battlefield National Historic Site,https://www.nps.gov/waba/index.htm,waba,"On November 27, 1868, Lt. Colonel George Armstrong Custer led the 7th US Cavalry on a surprise dawn attack on a Cheyenne village led by Peace Chief Black Kettle. The event was an example of the tragic clash of cultures that occurred during the Great Plains Wars. It is also a place of remembrance and reflection for those who died here.",35.62083963,-99.70445143,National Historic Site,"18555 Hwy 47A, Ste. A

Cheyenne, OK 73628"
Weir Farm National Historical Park,https://www.nps.gov/wefa/index.htm,wefa,"Visit the home and studio of America's most beloved Impressionist, J. Alden Weir, and walk in the footsteps of generations of world-class artists. Set amidst more than 60 acres of painterly woods, fields, and waterways, you’ll soon see why Weir described his home as the ""Great Good Place."" Weir’s farm is a national legacy to American Impressionism, the creative spirit, and historic preservation.",41.25886268,-73.45452542,National Historical Park,"735 Nod Hill Road

Wilton, CT 06897"
Whiskeytown National Recreation Area,https://www.nps.gov/whis/index.htm,whis,"Whiskeytown Lake’s crystal-clear water is perhaps the most recognized feature of the park. However, water-based recreation is only a part of what the 42,000-acre Whiskeytown National Recreation Area has to offer. Visit waterfalls, hike through rugged mountains, explore California Gold Rush history, and observe post-fire ecology in action. Your national park is calling...",40.61359941,-122.6022657,National Recreation Area,"14412 Kennedy Memorial Drive

Whiskeytown, CA 96095"
White Sands National Park,https://www.nps.gov/whsa/index.htm,whsa,"Rising from the heart of the Tularosa Basin is one of the world's great natural wonders - the glistening white sands of New Mexico. Great wave-like dunes of gypsum sand have engulfed 275 square miles of desert, creating the world's largest gypsum dunefield. White Sands National Park preserves a major portion of this unique dunefield, along with the plants and animals that live here.",32.77907858,-106.3333461,National Park,"19955 Hwy 70 W

Alamogordo, NM 88310"
Whitman Mission National Historic Site,https://www.nps.gov/whmi/index.htm,whmi,"The 1847 attack on the Whitmans horrified Americans and impacted the lives of the peoples of the Columbia Plateau for decades afterwards. Was killing the Whitmans justified legal retribution, an act of revenge, or some combination of both? The circumstances that surround this tragic event resonate with modern issues of cultural interaction and differing perspectives.",46.04119286,-118.4629388,National Historic Site,"328 Whitman Mission Road

Walla Walla, WA 99362"
William Howard Taft National Historic Site,https://www.nps.gov/wiho/index.htm,wiho,"High atop one of Cincinnati's most prominent hilltops stands the two-story Greek Revival house where William Howard Taft was born and grew up. Hard work, a good education, and an interest in civic duty are attributes that made the Taft family outstanding leaders over the years. The environment that shaped Taft's character and philosophy is highlighted on a visit to the site.",39.11970352,-84.50758951,National Historic Site,"2038 Auburn Avenue

Cincinnati, OH 45219"
Wilson's Creek National Battlefield,https://www.nps.gov/wicr/index.htm,wicr,"Wilson's Creek was the first major Civil War battle fought west of the Mississippi River, and the site of the death of Nathaniel Lyon, the first Union general killed in action. The costly Southern victory on August 10, 1861, focused national attention on the war in Missouri. Wilson’s Creek NB commemorates and interprets the battle within the context of the war in the Trans-Mississippi West.",37.1000127,-93.40986704,National Battlefield,"6424 W. Farm Road 182

Republic, MO 65738"
Wind Cave National Park,https://www.nps.gov/wica/index.htm,wica,"Bison, elk, and other wildlife roam the rolling prairie grasslands and forested hillsides of one of America's oldest national parks. Below the remnant island of intact prairie sits Wind Cave, one of the longest and most complex caves in the world. Named for barometric winds at its entrance, this maze of passages is home to boxwork, a unique formation rarely found elsewhere.",43.58012365,-103.4394709,National Park,"26611 US Highway 385

Hot Springs, SD 57747"
Wing Luke Museum Affiliated Area,https://www.nps.gov/wing/index.htm,wing,"More than a museum, the Wing is an experience. A chance to truly understand what it was - and is - to be Asian American in the Pacific Northwest. Take a guided tour of a historic hotel and learn the inside story about what makes the local Chinatown-International District unique. Visitors explore thought-provoking exhibitions of real stories, including actor and martial arts master Bruce Lee.",47.59820859,-122.3228912,Affiliated Area,"719 South King Street

Seattle, WA 98104"
Wolf Trap National Park for the Performing Arts,https://www.nps.gov/wotr/index.htm,wotr,"No matter what your age or taste in shows, you'll find something you like onstage at Wolf Trap National Park for the Performing Arts. From May through September, multiple amphitheaters in the park present performances such as musicals, dance, opera, jazz, and popular and country music. A good time to explore the beauty and history of the park without the crowds is October - April.",38.93854526,-77.265089,,"1551 Trap Road

Vienna, VA 22182-1643"
Women's Rights National Historical Park,https://www.nps.gov/wori/index.htm,wori,"Women’s Rights National Historical Park tells the story of the first Women’s Rights Convention held in Seneca Falls, NY on July 19-20,1848. It is a story of struggles for civil rights, human rights, and equality, global struggles that continue today. The efforts of women’s rights leaders, abolitionists, and other 19th century reformers remind us that all people must be accepted as equals.",42.90817073,-76.81655558,National Historical Park,"136 Fall Street

Seneca Falls, NY 13148"
World War I Memorial,https://www.nps.gov/wwim/index.htm,wwim,"A grateful nation honors the service, valor, courage and sacrifice of the 4.7 million American sons and daughters who served in the Great War.",38.8959,-77.0329,,"1493 Pennsylvania Avenue NW,

Washington, DC 20004"
